Tiempo ,CONTROL,PID,ANGULO,REFERENCIA,PERTURBACION
11.28,1.744,1.744,0.686,0.6,0.0
11.3,1.744,1.744,0.688,0.6,0.0
11.32,1.744,1.744,0.688,0.6,0.0
11.34,1.743,1.743,0.688,0.6,0.0
11.36,1.743,1.743,0.688,0.6,0.0
11.38,1.743,1.743,0.688,0.6,0.0
11.4,1.743,1.743,0.686,0.6,0.0
11.42,1.743,1.743,0.684,0.6,0.0
11.44,1.742,1.742,0.682,0.6,0.0
11.46,1.742,1.742,0.679,0.6,0.0
11.48,1.742,1.742,0.675,0.6,0.0
11.5,1.742,1.742,0.672,0.6,0.0
11.52,1.743,1.743,0.667,0.6,0.0
11.54,1.743,1.743,0.661,0.6,0.0
11.56,1.743,1.743,0.656,0.6,0.0
11.58,1.743,1.743,0.651,0.6,0.0
11.6,1.743,1.743,0.646,0.6,0.0
11.62,1.743,1.743,0.639,0.6,0.0
11.64,1.743,1.743,0.632,0.6,0.0
11.66,1.743,1.743,0.627,0.6,0.0
11.68,1.743,1.743,0.62,0.6,0.0
11.7,1.743,1.743,0.613,0.6,0.0
11.72,1.743,1.743,0.606,0.6,0.0
11.74,1.744,1.744,0.597,0.6,0.0
11.76,1.744,1.744,0.59,0.6,0.0
11.78,1.744,1.744,0.583,0.6,0.0
11.8,1.745,1.745,0.576,0.6,0.0
11.82,1.745,1.745,0.569,0.6,0.0
11.84,1.745,1.745,0.564,0.6,0.0
11.86,1.745,1.745,0.557,0.6,0.0
11.88,1.746,1.746,0.55,0.6,0.0
11.9,1.746,1.746,0.545,0.6,0.0
11.92,1.746,1.746,0.539,0.6,0.0
11.94,1.746,1.746,0.534,0.6,0.0
11.96,1.746,1.746,0.531,0.6,0.0
11.98,1.747,1.747,0.525,0.6,0.0
12.0,1.747,1.747,0.522,0.6,0.0
12.02,1.747,1.747,0.518,0.6,0.0
12.04,1.747,1.747,0.517,0.6,0.0
12.06,1.747,1.747,0.515,0.6,0.0
12.08,1.747,1.747,0.513,0.6,0.0
12.1,1.748,1.748,0.511,0.6,0.0
12.12,1.748,1.748,0.511,0.6,0.0
12.14,1.748,1.748,0.511,0.6,0.0
12.16,1.748,1.748,0.513,0.6,0.0
12.18,1.748,1.748,0.513,0.6,0.0
12.2,1.748,1.748,0.515,0.6,0.0
12.22,1.748,1.748,0.518,0.6,0.0
12.24,1.748,1.748,0.52,0.6,0.0
12.26,1.748,1.748,0.524,0.6,0.0
12.28,1.748,1.748,0.527,0.6,0.0
12.3,1.748,1.748,0.532,0.6,0.0
12.32,1.748,1.748,0.536,0.6,0.0
12.34,1.748,1.748,0.541,0.6,0.0
12.36,1.748,1.748,0.546,0.6,0.0
12.38,1.748,1.748,0.552,0.6,0.0
12.4,1.748,1.748,0.559,0.6,0.0
12.42,1.748,1.748,0.564,0.6,0.0
12.44,1.748,1.748,0.571,0.6,0.0
12.46,1.748,1.748,0.576,0.6,0.0
12.48,1.748,1.748,0.583,0.6,0.0
12.5,1.748,1.748,0.59,0.6,0.0
12.52,1.748,1.748,0.597,0.6,0.0
12.54,1.747,1.747,0.604,0.6,0.0
12.56,1.747,1.747,0.611,0.6,0.0
12.58,1.747,1.747,0.616,0.6,0.0
12.6,1.747,1.747,0.623,0.6,0.0
12.62,1.747,1.747,0.63,0.6,0.0
12.64,1.747,1.747,0.635,0.6,0.0
12.66,1.746,1.746,0.642,0.6,0.0
12.68,1.746,1.746,0.648,0.6,0.0
12.7,1.746,1.746,0.653,0.6,0.0
12.72,1.746,1.746,0.658,0.6,0.0
12.74,1.746,1.746,0.663,0.6,0.0
12.76,1.746,1.746,0.667,0.6,0.0
12.78,1.746,1.746,0.67,0.6,0.0
12.8,1.745,1.745,0.674,0.6,0.0
12.82,1.745,1.745,0.677,0.6,0.0
12.84,1.745,1.745,0.679,0.6,0.0
12.86,1.745,1.745,0.681,0.6,0.0
12.88,1.745,1.745,0.682,0.6,0.0
12.9,1.745,1.745,0.684,0.6,0.0
12.92,1.745,1.745,0.684,0.6,0.0
12.94,1.744,1.744,0.684,0.6,0.0
12.96,1.744,1.744,0.684,0.6,0.0
12.98,1.744,1.744,0.682,0.6,0.0
13.0,1.744,1.744,0.682,0.6,0.0
13.02,1.744,1.744,0.679,0.6,0.0
13.04,1.744,1.744,0.677,0.6,0.0
13.06,1.744,1.744,0.674,0.6,0.0
13.08,1.744,1.744,0.67,0.6,0.0
13.1,1.744,1.744,0.667,0.6,0.0
13.12,1.743,1.743,0.663,0.6,0.0
13.14,1.744,1.744,0.658,0.6,0.0
13.16,1.744,1.744,0.653,0.6,0.0
13.18,1.744,1.744,0.648,0.6,0.0
13.2,1.744,1.744,0.642,0.6,0.0
13.22,1.744,1.744,0.635,0.6,0.0
13.24,1.744,1.744,0.63,0.6,0.0
13.26,1.744,1.744,0.623,0.6,0.0
13.28,1.744,1.744,0.616,0.6,0.0
13.3,1.744,1.744,0.611,0.6,0.0
13.32,1.744,1.744,0.604,0.6,0.0
13.34,1.745,1.745,0.597,0.6,0.0
13.36,1.745,1.745,0.59,0.6,0.0
13.38,1.745,1.745,0.583,0.6,0.0
13.4,1.745,1.745,0.578,0.6,0.0
13.42,1.746,1.746,0.571,0.6,0.0
13.44,1.745,1.745,0.565,0.6,0.0
13.46,1.746,1.746,0.559,0.6,0.0
13.48,1.746,1.746,0.553,0.6,0.0
13.5,1.746,1.746,0.548,0.6,0.0
13.52,1.747,1.747,0.543,0.6,0.0
13.54,1.746,1.746,0.539,0.6,0.0
13.56,1.747,1.747,0.534,0.6,0.0
13.58,1.747,1.747,0.531,0.6,0.0
13.6,1.747,1.747,0.529,0.6,0.0
13.62,1.747,1.747,0.525,0.6,0.0
13.64,1.747,1.747,0.524,0.6,0.0
13.66,1.747,1.747,0.522,0.6,0.0
13.68,1.747,1.747,0.52,0.6,0.0
13.7,1.747,1.747,0.52,0.6,0.0
13.72,1.747,1.747,0.52,0.6,0.0
13.74,1.748,1.748,0.52,0.6,0.0
13.76,1.748,1.748,0.52,0.6,0.0
13.78,1.748,1.748,0.522,0.6,0.0
13.8,1.748,1.748,0.524,0.6,0.0
13.82,1.747,1.747,0.527,0.6,0.0
13.84,1.748,1.748,0.529,0.6,0.0
13.86,1.748,1.748,0.532,0.6,0.0
13.88,1.748,1.748,0.536,0.6,0.0
13.9,1.747,1.747,0.541,0.6,0.0
13.92,1.747,1.747,0.545,0.6,0.0
13.94,1.747,1.747,0.55,0.6,0.0
13.96,1.747,1.747,0.555,0.6,0.0
13.98,1.747,1.747,0.56,0.6,0.0
14.0,1.747,1.747,0.565,0.6,0.0
14.02,1.747,1.747,0.572,0.6,0.0
14.04,1.747,1.747,0.578,0.6,0.0
14.06,1.746,1.746,0.585,0.6,0.0
14.08,1.746,1.746,0.59,0.6,0.0
14.1,1.746,1.746,0.597,0.6,0.0
14.12,1.746,1.746,0.602,0.6,0.0
14.14,1.746,1.746,0.609,0.6,0.0
14.16,1.746,1.746,0.614,0.6,0.0
14.18,1.745,1.745,0.621,0.6,0.0
14.2,1.745,1.745,0.627,0.6,0.0
14.22,1.745,1.745,0.632,0.6,0.0
14.24,1.745,1.745,0.637,0.6,0.0
14.26,1.745,1.745,0.642,0.6,0.0
14.28,1.745,1.745,0.648,0.6,0.0
14.3,1.744,1.744,0.653,0.6,0.0
14.32,1.744,1.744,0.656,0.6,0.0
14.34,1.744,1.744,0.66,0.6,0.0
14.36,1.744,1.744,0.665,0.6,0.0
14.38,1.744,1.744,0.667,0.6,0.0
14.4,1.743,1.743,0.67,0.6,0.0
14.42,1.743,1.743,0.672,0.6,0.0
14.44,1.743,1.743,0.674,0.6,0.0
14.46,1.743,1.743,0.675,0.6,0.0
14.48,1.743,1.743,0.677,0.6,0.0
14.5,1.743,1.743,0.677,0.6,0.0
14.52,1.743,1.743,0.677,0.6,0.0
14.54,1.742,1.742,0.677,0.6,0.0
14.56,1.742,1.742,0.675,0.6,0.0
14.58,1.742,1.742,0.674,0.6,0.0
14.6,1.742,1.742,0.672,0.6,0.0
14.62,1.743,1.743,0.668,0.6,0.0
14.64,1.742,1.742,0.667,0.6,0.0
14.66,1.742,1.742,0.663,0.6,0.0
14.68,1.742,1.742,0.66,0.6,0.0
14.7,1.743,1.743,0.654,0.6,0.0
14.72,1.742,1.742,0.651,0.6,0.0
14.74,1.743,1.743,0.646,0.6,0.0
14.76,1.743,1.743,0.641,0.6,0.0
14.78,1.743,1.743,0.635,0.6,0.0
14.8,1.743,1.743,0.63,0.6,0.0
14.82,1.743,1.743,0.625,0.6,0.0
14.84,1.743,1.743,0.618,0.6,0.0
14.86,1.743,1.743,0.613,0.6,0.0
14.88,1.744,1.744,0.606,0.6,0.0
14.9,1.744,1.744,0.6,0.6,0.0
14.92,1.744,1.744,0.593,0.6,0.0
14.94,1.744,1.744,0.586,0.6,0.0
14.96,1.744,1.744,0.581,0.6,0.0
14.98,1.745,1.745,0.574,0.6,0.0
15.0,1.745,1.745,0.569,0.6,0.0
15.02,1.745,1.745,0.564,0.6,0.0
15.04,1.745,1.745,0.559,0.6,0.0
15.06,1.746,1.746,0.553,0.6,0.0
15.08,1.746,1.746,0.548,0.6,0.0
15.1,1.746,1.746,0.545,0.6,0.0
15.12,1.746,1.746,0.539,0.6,0.0
15.14,1.747,1.747,0.536,0.6,0.0
15.16,1.747,1.747,0.532,0.6,0.0
15.18,1.747,1.747,0.531,0.6,0.0
15.2,1.747,1.747,0.527,0.6,0.0
15.22,1.747,1.747,0.525,0.6,0.0
15.24,1.747,1.747,0.524,0.6,0.0
15.26,1.747,1.747,0.524,0.6,0.0
15.28,1.747,1.747,0.524,0.6,0.0
15.3,1.748,1.748,0.524,0.6,0.0
15.32,1.748,1.748,0.524,0.6,0.0
15.34,1.748,1.748,0.525,0.6,0.0
15.36,1.748,1.748,0.527,0.6,0.0
15.38,1.748,1.748,0.529,0.6,0.0
15.4,1.747,1.747,0.532,0.6,0.0
15.42,1.748,1.748,0.534,0.6,0.0
15.44,1.748,1.748,0.538,0.6,0.0
15.46,1.748,1.748,0.541,0.6,0.0
15.48,1.747,1.747,0.546,0.6,0.0
15.5,1.748,1.748,0.55,0.6,0.0
15.52,1.747,1.747,0.555,0.6,0.0
15.54,1.747,1.747,0.56,0.6,0.0
15.56,1.747,1.747,0.565,0.6,0.0
15.58,1.747,1.747,0.571,0.6,0.0
15.6,1.747,1.747,0.576,0.6,0.0
15.62,1.747,1.747,0.583,0.6,0.0
15.64,1.747,1.747,0.588,0.6,0.0
15.66,1.746,1.746,0.595,0.6,0.0
15.68,1.747,1.747,0.6,0.6,0.0
15.7,1.746,1.746,0.606,0.6,0.0
15.72,1.746,1.746,0.613,0.6,0.0
15.74,1.746,1.746,0.618,0.6,0.0
15.76,1.745,1.745,0.625,0.6,0.0
15.78,1.745,1.745,0.63,0.6,0.0
15.8,1.745,1.745,0.635,0.6,0.0
15.82,1.745,1.745,0.641,0.6,0.0
15.84,1.745,1.745,0.646,0.6,0.0
15.86,1.745,1.745,0.649,0.6,0.0
15.88,1.744,1.744,0.654,0.6,0.0
15.9,1.744,1.744,0.658,0.6,0.0
15.92,1.744,1.744,0.661,0.6,0.0
15.94,1.744,1.744,0.665,0.6,0.0
15.96,1.743,1.743,0.668,0.6,0.0
15.98,1.743,1.743,0.67,0.6,0.0
16.0,1.743,1.743,0.672,0.6,0.0
16.02,1.743,1.743,0.674,0.6,0.0
16.04,1.743,1.743,0.675,0.6,0.0
16.06,1.743,1.743,0.675,0.6,0.0
16.08,1.743,1.743,0.675,0.6,0.0
16.1,1.742,1.742,0.675,0.6,0.0
16.12,1.743,1.743,0.674,0.6,0.0
16.14,1.743,1.743,0.672,0.6,0.0
16.16,1.743,1.743,0.67,0.6,0.0
16.18,1.742,1.742,0.668,0.6,0.0
16.2,1.743,1.743,0.665,0.6,0.0
16.22,1.742,1.742,0.663,0.6,0.0
16.24,1.743,1.743,0.658,0.6,0.0
16.26,1.743,1.743,0.654,0.6,0.0
16.28,1.743,1.743,0.649,0.6,0.0
16.3,1.743,1.743,0.646,0.6,0.0
16.32,1.743,1.743,0.641,0.6,0.0
16.34,1.743,1.743,0.634,0.6,0.0
16.36,1.743,1.743,0.628,0.6,0.0
16.38,1.743,1.743,0.623,0.6,0.0
16.4,1.744,1.744,0.616,0.6,0.0
16.42,1.744,1.744,0.611,0.6,0.0
16.44,1.744,1.744,0.604,0.6,0.0
16.46,1.745,1.745,0.597,0.6,0.0
16.48,1.745,1.745,0.592,0.6,0.0
16.5,1.745,1.745,0.585,0.6,0.0
16.52,1.746,1.746,0.578,0.6,0.0
16.54,1.746,1.746,0.572,0.6,0.0
16.56,1.746,1.746,0.565,0.6,0.0
16.58,1.747,1.747,0.56,0.6,0.0
16.6,1.747,1.747,0.555,0.6,0.0
16.62,1.747,1.747,0.55,0.6,0.0
16.64,1.747,1.747,0.545,0.6,0.0
16.66,1.748,1.748,0.539,0.6,0.0
16.68,1.748,1.748,0.536,0.6,0.0
16.7,1.748,1.748,0.532,0.6,0.0
16.72,1.749,1.749,0.529,0.6,0.0
16.74,1.749,1.749,0.525,0.6,0.0
16.76,1.749,1.749,0.524,0.6,0.0
16.78,1.75,1.75,0.52,0.6,0.0
16.8,1.749,1.749,0.52,0.6,0.0
16.82,1.75,1.75,0.518,0.6,0.0
16.84,1.75,1.75,0.518,0.6,0.0
16.86,1.75,1.75,0.518,0.6,0.0
16.88,1.75,1.75,0.518,0.6,0.0
16.9,1.75,1.75,0.52,0.6,0.0
16.92,1.751,1.751,0.522,0.6,0.0
16.94,1.751,1.751,0.524,0.6,0.0
16.96,1.751,1.751,0.525,0.6,0.0
16.98,1.751,1.751,0.529,0.6,0.0
17.0,1.751,1.751,0.532,0.6,0.0
17.02,1.751,1.751,0.536,0.6,0.0
17.04,1.751,1.751,0.539,0.6,0.0
17.06,1.751,1.751,0.545,0.6,0.0
17.08,1.752,1.752,0.548,0.6,0.0
17.1,1.752,1.752,0.553,0.6,0.0
17.12,1.752,1.752,0.559,0.6,0.0
17.14,1.752,1.752,0.564,0.6,0.0
17.16,1.751,1.751,0.571,0.6,0.0
17.18,1.751,1.751,0.576,0.6,0.0
17.2,1.751,1.751,0.583,0.6,0.0
17.22,1.751,1.751,0.588,0.6,0.0
17.24,1.752,1.752,0.593,0.6,0.0
17.26,1.752,1.752,0.6,0.6,0.0
17.28,1.751,1.751,0.606,0.6,0.0
17.3,1.751,1.751,0.613,0.6,0.0
17.32,1.751,1.751,0.618,0.6,0.0
17.34,1.751,1.751,0.623,0.6,0.0
17.36,1.751,1.751,0.63,0.6,0.0
17.38,1.751,1.751,0.635,0.6,0.0
17.4,1.751,1.751,0.641,0.6,0.0
17.42,1.751,1.751,0.644,0.6,0.0
17.44,1.751,1.751,0.649,0.6,0.0
17.46,1.751,1.751,0.653,0.6,0.0
17.48,1.751,1.751,0.656,0.6,0.0
17.5,1.751,1.751,0.66,0.6,0.0
17.52,1.75,1.75,0.663,0.6,0.0
17.54,1.75,1.75,0.667,0.6,0.0
17.56,1.75,1.75,0.668,0.6,0.0
17.58,1.75,1.75,0.67,0.6,0.0
17.6,1.75,1.75,0.672,0.6,0.0
17.62,1.75,1.75,0.672,0.6,0.0
17.64,1.75,1.75,0.672,0.6,0.0
17.66,1.75,1.75,0.672,0.6,0.0
17.68,1.75,1.75,0.672,0.6,0.0
17.7,1.75,1.75,0.672,0.6,0.0
17.72,1.75,1.75,0.67,0.6,0.0
17.74,1.75,1.75,0.668,0.6,0.0
17.76,1.75,1.75,0.667,0.6,0.0
17.78,1.75,1.75,0.663,0.6,0.0
17.8,1.75,1.75,0.66,0.6,0.0
17.82,1.75,1.75,0.658,0.6,0.0
17.84,1.75,1.75,0.654,0.6,0.0
17.86,1.75,1.75,0.649,0.6,0.0
17.88,1.75,1.75,0.646,0.6,0.0
17.9,1.75,1.75,0.641,0.6,0.0
17.92,1.75,1.75,0.637,0.6,0.0
17.94,1.75,1.75,0.632,0.6,0.0
17.96,1.75,1.75,0.627,0.6,0.0
17.98,1.751,1.751,0.621,0.6,0.0
18.0,1.751,1.751,0.616,0.6,0.0
18.02,1.751,1.751,0.611,0.6,0.0
18.04,1.751,1.751,0.606,0.6,0.0
18.06,1.751,1.751,0.599,0.6,0.0
18.08,1.751,1.751,0.593,0.6,0.0
18.1,1.751,1.751,0.588,0.6,0.0
18.12,1.752,1.752,0.583,0.6,0.0
18.14,1.752,1.752,0.578,0.6,0.0
18.16,1.752,1.752,0.572,0.6,0.0
18.18,1.752,1.752,0.567,0.6,0.0
18.2,1.752,1.752,0.564,0.6,0.0
18.22,1.752,1.752,0.559,0.6,0.0
18.24,1.752,1.752,0.555,0.6,0.0
18.26,1.752,1.752,0.552,0.6,0.0
18.28,1.753,1.753,0.546,0.6,0.0
18.3,1.753,1.753,0.545,0.6,0.0
18.32,1.753,1.753,0.541,0.6,0.0
18.34,1.753,1.753,0.538,0.6,0.0
18.36,1.753,1.753,0.536,0.6,0.0
18.38,1.753,1.753,0.534,0.6,0.0
18.4,1.754,1.754,0.532,0.6,0.0
18.42,1.754,1.754,0.532,0.6,0.0
18.44,1.754,1.754,0.531,0.6,0.0
18.46,1.754,1.754,0.531,0.6,0.0
18.48,1.754,1.754,0.531,0.6,0.0
18.5,1.754,1.754,0.532,0.6,0.0
18.52,1.754,1.754,0.532,0.6,0.0
18.54,1.754,1.754,0.534,0.6,0.0
18.56,1.755,1.755,0.536,0.6,0.0
18.58,1.754,1.754,0.539,0.6,0.0
18.6,1.755,1.755,0.541,0.6,0.0
18.62,1.754,1.754,0.545,0.6,0.0
18.64,1.754,1.754,0.548,0.6,0.0
18.66,1.755,1.755,0.552,0.6,0.0
18.68,1.755,1.755,0.555,0.6,0.0
18.7,1.754,1.754,0.56,0.6,0.0
18.72,1.755,1.755,0.564,0.6,0.0
18.74,1.754,1.754,0.569,0.6,0.0
18.76,1.754,1.754,0.574,0.6,0.0
18.78,1.754,1.754,0.579,0.6,0.0
18.8,1.754,1.754,0.585,0.6,0.0
18.82,1.754,1.754,0.59,0.6,0.0
18.84,1.754,1.754,0.595,0.6,0.0
18.86,1.754,1.754,0.6,0.6,0.0
18.88,1.754,1.754,0.606,0.6,0.0
18.9,1.754,1.754,0.611,0.6,0.0
18.92,1.753,1.753,0.616,0.6,0.0
18.94,1.753,1.753,0.621,0.6,0.0
18.96,1.754,1.754,0.625,0.6,0.0
18.98,1.753,1.753,0.63,0.6,0.0
19.0,1.753,1.753,0.635,0.6,0.0
19.02,1.753,1.753,0.639,0.6,0.0
19.04,1.753,1.753,0.642,0.6,0.0
19.06,1.753,1.753,0.648,0.6,0.0
19.08,1.752,1.752,0.651,0.6,0.0
19.1,1.753,1.753,0.653,0.6,0.0
19.12,1.752,1.752,0.656,0.6,0.0
19.14,1.752,1.752,0.658,0.6,0.0
19.16,1.752,1.752,0.661,0.6,0.0
19.18,1.752,1.752,0.663,0.6,0.0
19.2,1.752,1.752,0.665,0.6,0.0
19.22,1.752,1.752,0.665,0.6,0.0
19.24,1.751,1.751,0.667,0.6,0.0
19.26,1.751,1.751,0.667,0.6,0.0
19.28,1.751,1.751,0.667,0.6,0.0
19.3,1.751,1.751,0.665,0.6,0.0
19.32,1.751,1.751,0.665,0.6,0.0
19.34,1.751,1.751,0.663,0.6,0.0
19.36,1.751,1.751,0.661,0.6,0.0
19.38,1.751,1.751,0.66,0.6,0.0
19.4,1.751,1.751,0.658,0.6,0.0
19.42,1.751,1.751,0.654,0.6,0.0
19.44,1.75,1.75,0.653,0.6,0.0
19.46,1.75,1.75,0.649,0.6,0.0
19.48,1.75,1.75,0.646,0.6,0.0
19.5,1.75,1.75,0.642,0.6,0.0
19.52,1.75,1.75,0.639,0.6,0.0
19.54,1.75,1.75,0.634,0.6,0.0
19.56,1.75,1.75,0.63,0.6,0.0
19.58,1.75,1.75,0.625,0.6,0.0
19.6,1.75,1.75,0.621,0.6,0.0
19.62,1.75,1.75,0.616,0.6,0.0
19.64,1.75,1.75,0.611,0.6,0.0
19.66,1.75,1.75,0.607,0.6,0.0
19.68,1.75,1.75,0.602,0.6,0.0
19.7,1.75,1.75,0.597,0.6,0.0
19.72,1.75,1.75,0.593,0.6,0.0
19.74,1.75,1.75,0.588,0.6,0.0
19.76,1.75,1.75,0.585,0.6,0.0
19.78,1.75,1.75,0.579,0.6,0.0
19.8,1.75,1.75,0.576,0.6,0.0
19.82,1.75,1.75,0.572,0.6,0.0
19.84,1.75,1.75,0.567,0.6,0.0
19.86,1.75,1.75,0.564,0.6,0.0
19.88,1.75,1.75,0.562,0.6,0.0
19.9,1.75,1.75,0.559,0.6,0.0
19.92,1.75,1.75,0.555,0.6,0.0
19.94,1.75,1.75,0.553,0.6,0.0
19.96,1.75,1.75,0.552,0.6,0.0
19.98,1.75,1.75,0.55,0.6,0.0
20.0,1.75,1.75,0.548,0.6,0.0
20.02,1.749,1.749,0.548,0.6,0.0
20.04,1.95,1.75,0.546,0.6,0.2
20.06,1.949,1.749,0.546,0.6,0.2
20.08,1.949,1.749,0.548,0.6,0.2
20.1,1.949,1.749,0.548,0.6,0.2
20.12,1.949,1.749,0.55,0.6,0.2
20.14,1.948,1.748,0.552,0.6,0.2
20.16,1.948,1.748,0.555,0.6,0.2
20.18,1.947,1.747,0.559,0.6,0.2
20.2,1.947,1.747,0.562,0.6,0.2
20.22,1.946,1.746,0.567,0.6,0.2
20.24,1.945,1.745,0.572,0.6,0.2
20.26,1.944,1.744,0.579,0.6,0.2
20.28,1.943,1.743,0.585,0.6,0.2
20.3,1.942,1.742,0.593,0.6,0.2
20.32,1.941,1.741,0.6,0.6,0.2
20.34,1.939,1.739,0.609,0.6,0.2
20.36,1.938,1.738,0.618,0.6,0.2
20.38,1.937,1.737,0.627,0.6,0.2
20.4,1.935,1.735,0.635,0.6,0.2
20.42,1.933,1.733,0.646,0.6,0.2
20.44,1.931,1.731,0.656,0.6,0.2
20.46,1.93,1.73,0.665,0.6,0.2
20.48,1.928,1.728,0.675,0.6,0.2
20.5,1.926,1.726,0.686,0.6,0.2
20.52,1.924,1.724,0.696,0.6,0.2
20.54,1.922,1.722,0.705,0.6,0.2
20.56,1.92,1.72,0.716,0.6,0.2
20.58,1.918,1.718,0.724,0.6,0.2
20.6,1.916,1.716,0.733,0.6,0.2
20.62,1.914,1.714,0.742,0.6,0.2
20.64,1.911,1.711,0.75,0.6,0.2
20.66,1.909,1.709,0.757,0.6,0.2
20.68,1.907,1.707,0.764,0.6,0.2
20.7,1.905,1.705,0.771,0.6,0.2
20.72,1.902,1.702,0.777,0.6,0.2
20.74,1.9,1.7,0.782,0.6,0.2
20.76,1.898,1.698,0.787,0.6,0.2
20.78,1.895,1.695,0.791,0.6,0.2
20.8,1.893,1.693,0.794,0.6,0.2
20.82,1.891,1.691,0.796,0.6,0.2
20.84,1.888,1.688,0.798,0.6,0.2
20.86,1.886,1.686,0.799,0.6,0.2
20.88,1.884,1.684,0.799,0.6,0.2
20.9,1.881,1.681,0.799,0.6,0.2
20.92,1.879,1.679,0.798,0.6,0.2
20.94,1.877,1.677,0.794,0.6,0.2
20.96,1.874,1.674,0.792,0.6,0.2
20.98,1.872,1.672,0.789,0.6,0.2
21.0,1.87,1.67,0.784,0.6,0.2
21.02,1.867,1.667,0.778,0.6,0.2
21.04,1.865,1.665,0.773,0.6,0.2
21.06,1.863,1.663,0.766,0.6,0.2
21.08,1.861,1.661,0.759,0.6,0.2
21.1,1.859,1.659,0.75,0.6,0.2
21.12,1.856,1.656,0.744,0.6,0.2
21.14,1.854,1.654,0.735,0.6,0.2
21.16,1.852,1.652,0.724,0.6,0.2
21.18,1.85,1.65,0.716,0.6,0.2
21.2,1.848,1.648,0.705,0.6,0.2
21.22,1.846,1.646,0.695,0.6,0.2
21.24,1.844,1.644,0.684,0.6,0.2
21.26,1.843,1.643,0.672,0.6,0.2
21.28,1.841,1.641,0.661,0.6,0.2
21.3,1.839,1.639,0.649,0.6,0.2
21.32,1.837,1.637,0.639,0.6,0.2
21.34,1.836,1.636,0.627,0.6,0.2
21.36,1.834,1.634,0.616,0.6,0.2
21.38,1.833,1.633,0.606,0.6,0.2
21.4,1.831,1.631,0.595,0.6,0.2
21.42,1.829,1.629,0.585,0.6,0.2
21.44,1.828,1.628,0.574,0.6,0.2
21.46,1.827,1.627,0.564,0.6,0.2
21.48,1.825,1.625,0.555,0.6,0.2
21.5,1.824,1.624,0.546,0.6,0.2
21.52,1.823,1.623,0.538,0.6,0.2
21.54,1.822,1.622,0.529,0.6,0.2
21.56,1.82,1.62,0.522,0.6,0.2
21.58,1.819,1.619,0.515,0.6,0.2
21.6,1.818,1.618,0.51,0.6,0.2
21.62,1.817,1.617,0.504,0.6,0.2
21.64,1.816,1.616,0.499,0.6,0.2
21.66,1.814,1.614,0.496,0.6,0.2
21.68,1.813,1.613,0.494,0.6,0.2
21.7,1.812,1.612,0.49,0.6,0.2
21.72,1.811,1.611,0.49,0.6,0.2
21.74,1.81,1.61,0.489,0.6,0.2
21.76,1.809,1.609,0.489,0.6,0.2
21.78,1.808,1.608,0.49,0.6,0.2
21.8,1.807,1.607,0.492,0.6,0.2
21.82,1.806,1.606,0.496,0.6,0.2
21.84,1.805,1.605,0.497,0.6,0.2
21.86,1.804,1.604,0.503,0.6,0.2
21.88,1.803,1.603,0.506,0.6,0.2
21.9,1.801,1.601,0.513,0.6,0.2
21.92,1.801,1.601,0.518,0.6,0.2
21.94,1.8,1.6,0.525,0.6,0.2
21.96,1.799,1.599,0.532,0.6,0.2
21.98,1.798,1.598,0.539,0.6,0.2
22.0,1.797,1.597,0.546,0.6,0.2
22.02,1.796,1.596,0.555,0.6,0.2
22.04,1.795,1.595,0.564,0.6,0.2
22.06,1.794,1.594,0.572,0.6,0.2
22.08,1.793,1.593,0.581,0.6,0.2
22.1,1.792,1.592,0.59,0.6,0.2
22.12,1.792,1.592,0.599,0.6,0.2
22.14,1.791,1.591,0.607,0.6,0.2
22.16,1.79,1.59,0.616,0.6,0.2
22.18,1.789,1.589,0.625,0.6,0.2
22.2,1.789,1.589,0.634,0.6,0.2
22.22,1.788,1.588,0.642,0.6,0.2
22.24,1.787,1.587,0.651,0.6,0.2
22.26,1.786,1.586,0.658,0.6,0.2
22.28,1.786,1.586,0.665,0.6,0.2
22.3,1.785,1.585,0.672,0.6,0.2
22.32,1.784,1.584,0.679,0.6,0.2
22.34,1.783,1.583,0.686,0.6,0.2
22.36,1.783,1.583,0.691,0.6,0.2
22.38,1.782,1.582,0.696,0.6,0.2
22.4,1.781,1.581,0.702,0.6,0.2
22.42,1.781,1.581,0.705,0.6,0.2
22.44,1.78,1.58,0.709,0.6,0.2
22.46,1.78,1.58,0.71,0.6,0.2
22.48,1.779,1.579,0.714,0.6,0.2
22.5,1.778,1.578,0.716,0.6,0.2
22.52,1.778,1.578,0.716,0.6,0.2
22.54,1.777,1.577,0.716,0.6,0.2
22.56,1.777,1.577,0.716,0.6,0.2
22.58,1.776,1.576,0.716,0.6,0.2
22.6,1.775,1.575,0.714,0.6,0.2
22.62,1.775,1.575,0.712,0.6,0.2
22.64,1.774,1.574,0.709,0.6,0.2
22.66,1.774,1.574,0.705,0.6,0.2
22.68,1.773,1.573,0.702,0.6,0.2
22.7,1.773,1.573,0.696,0.6,0.2
22.72,1.773,1.573,0.691,0.6,0.2
22.74,1.772,1.572,0.686,0.6,0.2
22.76,1.772,1.572,0.681,0.6,0.2
22.78,1.772,1.572,0.674,0.6,0.2
22.8,1.771,1.571,0.667,0.6,0.2
22.82,1.771,1.571,0.66,0.6,0.2
22.84,1.771,1.571,0.653,0.6,0.2
22.86,1.771,1.571,0.644,0.6,0.2
22.88,1.77,1.57,0.635,0.6,0.2
