Tiempo ,CONTROL,PID,ANGULO,REFERENCIA,PERTURBACION
22.9,1.77,1.57,0.628,0.6,0.2
22.92,1.77,1.57,0.62,0.6,0.2
22.94,1.77,1.57,0.611,0.6,0.2
22.96,1.77,1.57,0.602,0.6,0.2
22.98,1.77,1.57,0.593,0.6,0.2
23.0,1.77,1.57,0.585,0.6,0.2
23.02,1.77,1.57,0.576,0.6,0.2
23.04,1.769,1.569,0.569,0.6,0.2
23.06,1.77,1.57,0.56,0.6,0.2
23.08,1.769,1.569,0.553,0.6,0.2
23.1,1.769,1.569,0.546,0.6,0.2
23.12,1.77,1.57,0.538,0.6,0.2
23.14,1.769,1.569,0.532,0.6,0.2
23.16,1.77,1.57,0.525,0.6,0.2
23.18,1.77,1.57,0.52,0.6,0.2
23.2,1.77,1.57,0.513,0.6,0.2
23.22,1.77,1.57,0.51,0.6,0.2
23.24,1.77,1.57,0.504,0.6,0.2
23.26,1.77,1.57,0.501,0.6,0.2
23.28,1.771,1.571,0.497,0.6,0.2
23.3,1.77,1.57,0.496,0.6,0.2
23.32,1.771,1.571,0.492,0.6,0.2
23.34,1.771,1.571,0.492,0.6,0.2
23.36,1.771,1.571,0.49,0.6,0.2
23.38,1.771,1.571,0.49,0.6,0.2
23.4,1.772,1.572,0.49,0.6,0.2
23.42,1.771,1.571,0.492,0.6,0.2
23.44,1.772,1.572,0.494,0.6,0.2
23.46,1.771,1.571,0.497,0.6,0.2
23.48,1.772,1.572,0.499,0.6,0.2
23.5,1.772,1.572,0.503,0.6,0.2
23.52,1.772,1.572,0.508,0.6,0.2
23.54,1.772,1.572,0.511,0.6,0.2
23.56,1.772,1.572,0.517,0.6,0.2
23.58,1.772,1.572,0.524,0.6,0.2
23.6,1.772,1.572,0.529,0.6,0.2
23.62,1.772,1.572,0.536,0.6,0.2
23.64,1.772,1.572,0.543,0.6,0.2
23.66,1.772,1.572,0.55,0.6,0.2
23.68,1.772,1.572,0.557,0.6,0.2
23.7,1.772,1.572,0.564,0.6,0.2
23.72,1.772,1.572,0.572,0.6,0.2
23.74,1.772,1.572,0.579,0.6,0.2
23.76,1.772,1.572,0.588,0.6,0.2
23.78,1.772,1.572,0.595,0.6,0.2
23.8,1.772,1.572,0.602,0.6,0.2
23.82,1.772,1.572,0.611,0.6,0.2
23.84,1.772,1.572,0.618,0.6,0.2
23.86,1.772,1.572,0.625,0.6,0.2
23.88,1.772,1.572,0.634,0.6,0.2
23.9,1.772,1.572,0.641,0.6,0.2
23.92,1.772,1.572,0.646,0.6,0.2
23.94,1.772,1.572,0.653,0.6,0.2
23.96,1.772,1.572,0.658,0.6,0.2
23.98,1.771,1.571,0.665,0.6,0.2
24.0,1.771,1.571,0.67,0.6,0.2
24.02,1.772,1.572,0.674,0.6,0.2
24.04,1.771,1.571,0.679,0.6,0.2
24.06,1.771,1.571,0.682,0.6,0.2
24.08,1.771,1.571,0.686,0.6,0.2
24.1,1.771,1.571,0.688,0.6,0.2
24.12,1.771,1.571,0.689,0.6,0.2
24.14,1.771,1.571,0.691,0.6,0.2
24.16,1.771,1.571,0.693,0.6,0.2
24.18,1.771,1.571,0.693,0.6,0.2
24.2,1.771,1.571,0.693,0.6,0.2
24.22,1.771,1.571,0.691,0.6,0.2
24.24,1.771,1.571,0.691,0.6,0.2
24.26,1.771,1.571,0.689,0.6,0.2
24.28,1.771,1.571,0.686,0.6,0.2
24.3,1.771,1.571,0.684,0.6,0.2
24.32,1.771,1.571,0.681,0.6,0.2
24.34,1.771,1.571,0.677,0.6,0.2
24.36,1.771,1.571,0.672,0.6,0.2
24.38,1.771,1.571,0.667,0.6,0.2
24.4,1.771,1.571,0.663,0.6,0.2
24.42,1.772,1.572,0.656,0.6,0.2
24.44,1.771,1.571,0.651,0.6,0.2
24.46,1.771,1.571,0.646,0.6,0.2
24.48,1.772,1.572,0.639,0.6,0.2
24.5,1.772,1.572,0.632,0.6,0.2
24.52,1.772,1.572,0.627,0.6,0.2
24.54,1.772,1.572,0.62,0.6,0.2
24.56,1.772,1.572,0.613,0.6,0.2
24.58,1.772,1.572,0.606,0.6,0.2
24.6,1.772,1.572,0.599,0.6,0.2
24.62,1.772,1.572,0.592,0.6,0.2
24.64,1.773,1.573,0.585,0.6,0.2
24.66,1.773,1.573,0.578,0.6,0.2
24.68,1.773,1.573,0.571,0.6,0.2
24.7,1.773,1.573,0.565,0.6,0.2
24.72,1.773,1.573,0.559,0.6,0.2
24.74,1.773,1.573,0.553,0.6,0.2
24.76,1.773,1.573,0.548,0.6,0.2
24.78,1.774,1.574,0.543,0.6,0.2
24.8,1.774,1.574,0.538,0.6,0.2
24.82,1.774,1.574,0.532,0.6,0.2
24.84,1.774,1.574,0.529,0.6,0.2
24.86,1.774,1.574,0.525,0.6,0.2
24.88,1.775,1.575,0.522,0.6,0.2
24.9,1.775,1.575,0.518,0.6,0.2
24.92,1.775,1.575,0.517,0.6,0.2
24.94,1.775,1.575,0.515,0.6,0.2
24.96,1.775,1.575,0.513,0.6,0.2
24.98,1.775,1.575,0.513,0.6,0.2
25.0,1.776,1.576,0.513,0.6,0.2
25.02,1.776,1.576,0.513,0.6,0.2
25.04,1.776,1.576,0.515,0.6,0.2
25.06,1.776,1.576,0.515,0.6,0.2
25.08,1.776,1.576,0.517,0.6,0.2
25.1,1.776,1.576,0.52,0.6,0.2
25.12,1.776,1.576,0.522,0.6,0.2
25.14,1.777,1.577,0.525,0.6,0.2
25.16,1.776,1.576,0.531,0.6,0.2
25.18,1.776,1.576,0.534,0.6,0.2
25.2,1.776,1.576,0.539,0.6,0.2
25.22,1.776,1.576,0.545,0.6,0.2
25.24,1.776,1.576,0.55,0.6,0.2
25.26,1.776,1.576,0.555,0.6,0.2
25.28,1.776,1.576,0.56,0.6,0.2
25.3,1.776,1.576,0.567,0.6,0.2
25.32,1.776,1.576,0.572,0.6,0.2
25.34,1.776,1.576,0.579,0.6,0.2
25.36,1.776,1.576,0.586,0.6,0.2
25.38,1.776,1.576,0.593,0.6,0.2
25.4,1.776,1.576,0.6,0.6,0.2
25.42,1.775,1.575,0.607,0.6,0.2
25.44,1.776,1.576,0.613,0.6,0.2
25.46,1.775,1.575,0.62,0.6,0.2
25.48,1.775,1.575,0.627,0.6,0.2
25.5,1.775,1.575,0.634,0.6,0.2
25.52,1.775,1.575,0.639,0.6,0.2
25.54,1.775,1.575,0.644,0.6,0.2
25.56,1.774,1.574,0.649,0.6,0.2
25.58,1.774,1.574,0.654,0.6,0.2
25.6,1.774,1.574,0.66,0.6,0.2
25.62,1.774,1.574,0.663,0.6,0.2
25.64,1.774,1.574,0.668,0.6,0.2
25.66,1.773,1.573,0.672,0.6,0.2
25.68,1.774,1.574,0.674,0.6,0.2
25.7,1.773,1.573,0.677,0.6,0.2
25.72,1.773,1.573,0.679,0.6,0.2
25.74,1.773,1.573,0.681,0.6,0.2
25.76,1.773,1.573,0.681,0.6,0.2
25.78,1.773,1.573,0.681,0.6,0.2
25.8,1.773,1.573,0.681,0.6,0.2
25.82,1.773,1.573,0.681,0.6,0.2
25.84,1.773,1.573,0.679,0.6,0.2
25.86,1.773,1.573,0.679,0.6,0.2
25.88,1.773,1.573,0.675,0.6,0.2
25.9,1.773,1.573,0.674,0.6,0.2
25.92,1.773,1.573,0.67,0.6,0.2
25.94,1.773,1.573,0.668,0.6,0.2
25.96,1.773,1.573,0.663,0.6,0.2
25.98,1.773,1.573,0.66,0.6,0.2
26.0,1.773,1.573,0.654,0.6,0.2
26.02,1.773,1.573,0.651,0.6,0.2
26.04,1.773,1.573,0.646,0.6,0.2
26.06,1.773,1.573,0.641,0.6,0.2
26.08,1.773,1.573,0.635,0.6,0.2
26.1,1.773,1.573,0.628,0.6,0.2
26.12,1.773,1.573,0.623,0.6,0.2
26.14,1.774,1.574,0.616,0.6,0.2
26.16,1.774,1.574,0.611,0.6,0.2
26.18,1.774,1.574,0.604,0.6,0.2
26.2,1.774,1.574,0.599,0.6,0.2
26.22,1.774,1.574,0.592,0.6,0.2
26.24,1.774,1.574,0.586,0.6,0.2
26.26,1.774,1.574,0.579,0.6,0.2
26.28,1.774,1.574,0.574,0.6,0.2
26.3,1.775,1.575,0.567,0.6,0.2
26.32,1.775,1.575,0.562,0.6,0.2
26.34,1.775,1.575,0.557,0.6,0.2
26.36,1.775,1.575,0.552,0.6,0.2
26.38,1.775,1.575,0.548,0.6,0.2
26.4,1.776,1.576,0.543,0.6,0.2
26.42,1.776,1.576,0.539,0.6,0.2
26.44,1.776,1.576,0.536,0.6,0.2
26.46,1.776,1.576,0.532,0.6,0.2
26.48,1.776,1.576,0.529,0.6,0.2
26.5,1.776,1.576,0.527,0.6,0.2
26.52,1.777,1.577,0.525,0.6,0.2
26.54,1.777,1.577,0.524,0.6,0.2
26.56,1.777,1.577,0.522,0.6,0.2
26.58,1.777,1.577,0.522,0.6,0.2
26.6,1.777,1.577,0.522,0.6,0.2
26.62,1.777,1.577,0.522,0.6,0.2
26.64,1.777,1.577,0.524,0.6,0.2
26.66,1.777,1.577,0.525,0.6,0.2
26.68,1.777,1.577,0.527,0.6,0.2
26.7,1.778,1.578,0.529,0.6,0.2
26.72,1.778,1.578,0.532,0.6,0.2
26.74,1.777,1.577,0.536,0.6,0.2
26.76,1.778,1.577,0.539,0.6,0.2
26.78,1.777,1.577,0.545,0.6,0.2
26.8,1.777,1.577,0.55,0.6,0.2
26.82,1.777,1.577,0.555,0.6,0.2
26.84,1.777,1.577,0.56,0.6,0.2
26.86,1.777,1.577,0.565,0.6,0.2
26.88,1.777,1.577,0.571,0.6,0.2
26.9,1.776,1.576,0.578,0.6,0.2
26.92,1.776,1.576,0.583,0.6,0.2
26.94,1.776,1.576,0.59,0.6,0.2
26.96,1.775,1.575,0.597,0.6,0.2
26.98,1.775,1.575,0.602,0.6,0.2
27.0,1.775,1.575,0.609,0.6,0.2
27.02,1.775,1.575,0.616,0.6,0.2
27.04,1.775,1.575,0.621,0.6,0.2
27.06,1.774,1.574,0.628,0.6,0.2
27.08,1.774,1.574,0.634,0.6,0.2
27.1,1.774,1.574,0.639,0.6,0.2
27.12,1.774,1.574,0.644,0.6,0.2
27.14,1.773,1.573,0.649,0.6,0.2
27.16,1.773,1.573,0.654,0.6,0.2
27.18,1.773,1.573,0.66,0.6,0.2
27.2,1.773,1.573,0.663,0.6,0.2
27.22,1.772,1.572,0.667,0.6,0.2
27.24,1.772,1.572,0.67,0.6,0.2
27.26,1.772,1.572,0.672,0.6,0.2
27.28,1.772,1.572,0.675,0.6,0.2
27.3,1.771,1.571,0.677,0.6,0.2
27.32,1.772,1.572,0.677,0.6,0.2
27.34,1.771,1.571,0.679,0.6,0.2
27.36,1.771,1.571,0.679,0.6,0.2
27.38,1.771,1.571,0.679,0.6,0.2
27.4,1.771,1.571,0.679,0.6,0.2
27.42,1.771,1.571,0.677,0.6,0.2
27.44,1.771,1.571,0.675,0.6,0.2
27.46,1.771,1.571,0.674,0.6,0.2
27.48,1.77,1.57,0.672,0.6,0.2
27.5,1.77,1.57,0.668,0.6,0.2
27.52,1.77,1.57,0.665,0.6,0.2
27.54,1.77,1.57,0.661,0.6,0.2
27.56,1.77,1.57,0.658,0.6,0.2
27.58,1.77,1.57,0.654,0.6,0.2
27.6,1.77,1.57,0.649,0.6,0.2
27.62,1.77,1.57,0.644,0.6,0.2
27.64,1.77,1.57,0.639,0.6,0.2
27.66,1.77,1.57,0.634,0.6,0.2
27.68,1.77,1.57,0.628,0.6,0.2
27.7,1.77,1.57,0.623,0.6,0.2
27.72,1.77,1.57,0.616,0.6,0.2
27.74,1.77,1.57,0.611,0.6,0.2
27.76,1.77,1.57,0.606,0.6,0.2
27.78,1.771,1.571,0.599,0.6,0.2
27.8,1.77,1.57,0.593,0.6,0.2
27.82,1.771,1.571,0.586,0.6,0.2
27.84,1.771,1.571,0.581,0.6,0.2
27.86,1.771,1.571,0.576,0.6,0.2
27.88,1.771,1.571,0.569,0.6,0.2
27.9,1.771,1.571,0.564,0.6,0.2
27.92,1.772,1.572,0.559,0.6,0.2
27.94,1.772,1.572,0.553,0.6,0.2
27.96,1.772,1.572,0.55,0.6,0.2
27.98,1.772,1.572,0.545,0.6,0.2
28.0,1.772,1.572,0.541,0.6,0.2
28.02,1.773,1.573,0.536,0.6,0.2
28.04,1.772,1.572,0.534,0.6,0.2
28.06,1.773,1.573,0.531,0.6,0.2
28.08,1.773,1.573,0.527,0.6,0.2
28.1,1.773,1.573,0.525,0.6,0.2
28.12,1.773,1.573,0.524,0.6,0.2
28.14,1.773,1.573,0.524,0.6,0.2
28.16,1.774,1.574,0.522,0.6,0.2
28.18,1.774,1.574,0.522,0.6,0.2
28.2,1.774,1.574,0.522,0.6,0.2
28.22,1.774,1.574,0.524,0.6,0.2
28.24,1.774,1.574,0.524,0.6,0.2
28.26,1.774,1.574,0.525,0.6,0.2
28.28,1.775,1.575,0.527,0.6,0.2
28.3,1.774,1.574,0.531,0.6,0.2
28.32,1.775,1.575,0.532,0.6,0.2
28.34,1.775,1.575,0.536,0.6,0.2
28.36,1.775,1.575,0.539,0.6,0.2
28.38,1.775,1.575,0.543,0.6,0.2
28.4,1.775,1.575,0.548,0.6,0.2
28.42,1.775,1.575,0.552,0.6,0.2
28.44,1.775,1.575,0.557,0.6,0.2
28.46,1.775,1.575,0.562,0.6,0.2
28.48,1.775,1.575,0.567,0.6,0.2
28.5,1.775,1.575,0.572,0.6,0.2
28.52,1.775,1.575,0.578,0.6,0.2
28.54,1.775,1.575,0.583,0.6,0.2
28.56,1.775,1.575,0.588,0.6,0.2
28.58,1.776,1.576,0.593,0.6,0.2
28.6,1.776,1.576,0.6,0.6,0.2
28.62,1.775,1.575,0.606,0.6,0.2
28.64,1.775,1.575,0.611,0.6,0.2
28.66,1.775,1.575,0.616,0.6,0.2
28.68,1.775,1.575,0.621,0.6,0.2
28.7,1.775,1.575,0.627,0.6,0.2
28.72,1.775,1.575,0.632,0.6,0.2
28.74,1.775,1.575,0.635,0.6,0.2
28.76,1.775,1.575,0.641,0.6,0.2
28.78,1.775,1.575,0.644,0.6,0.2
28.8,1.775,1.575,0.648,0.6,0.2
28.82,1.775,1.575,0.651,0.6,0.2
28.84,1.775,1.575,0.654,0.6,0.2
28.86,1.775,1.575,0.656,0.6,0.2
28.88,1.775,1.575,0.66,0.6,0.2
28.9,1.775,1.575,0.661,0.6,0.2
28.92,1.775,1.575,0.663,0.6,0.2
28.94,1.775,1.575,0.663,0.6,0.2
28.96,1.775,1.575,0.665,0.6,0.2
28.98,1.775,1.575,0.665,0.6,0.2
29.0,1.775,1.575,0.665,0.6,0.2
29.02,1.775,1.575,0.665,0.6,0.2
29.04,1.775,1.575,0.663,0.6,0.2
29.06,1.776,1.576,0.661,0.6,0.2
29.08,1.776,1.576,0.66,0.6,0.2
29.1,1.776,1.576,0.658,0.6,0.2
29.12,1.776,1.576,0.656,0.6,0.2
29.14,1.775,1.575,0.654,0.6,0.2
29.16,1.776,1.576,0.651,0.6,0.2
29.18,1.776,1.576,0.648,0.6,0.2
29.2,1.776,1.576,0.644,0.6,0.2
29.22,1.776,1.576,0.641,0.6,0.2
29.24,1.776,1.576,0.637,0.6,0.2
29.26,1.776,1.576,0.632,0.6,0.2
29.28,1.776,1.576,0.628,0.6,0.2
29.3,1.776,1.576,0.623,0.6,0.2
29.32,1.776,1.576,0.62,0.6,0.2
29.34,1.776,1.576,0.614,0.6,0.2
29.36,1.776,1.576,0.609,0.6,0.2
29.38,1.776,1.576,0.606,0.6,0.2
29.4,1.777,1.577,0.6,0.6,0.2
29.42,1.776,1.576,0.597,0.6,0.2
29.44,1.776,1.576,0.592,0.6,0.2
29.46,1.776,1.576,0.588,0.6,0.2
29.48,1.776,1.576,0.583,0.6,0.2
29.5,1.776,1.576,0.579,0.6,0.2
29.52,1.776,1.576,0.576,0.6,0.2
29.54,1.776,1.576,0.572,0.6,0.2
29.56,1.776,1.576,0.569,0.6,0.2
29.58,1.776,1.576,0.565,0.6,0.2
29.6,1.776,1.576,0.562,0.6,0.2
29.62,1.776,1.576,0.56,0.6,0.2
29.64,1.776,1.576,0.559,0.6,0.2
29.66,1.776,1.576,0.557,0.6,0.2
29.68,1.776,1.576,0.555,0.6,0.2
29.7,1.776,1.576,0.553,0.6,0.2
29.72,1.776,1.576,0.553,0.6,0.2
29.74,1.776,1.576,0.552,0.6,0.2
29.76,1.776,1.576,0.552,0.6,0.2
29.78,1.776,1.576,0.552,0.6,0.2
29.8,1.776,1.576,0.552,0.6,0.2
29.82,1.775,1.575,0.553,0.6,0.2
29.84,1.775,1.575,0.553,0.6,0.2
29.86,1.775,1.575,0.555,0.6,0.2
29.88,1.775,1.575,0.557,0.6,0.2
29.9,1.775,1.575,0.559,0.6,0.2
29.92,1.775,1.575,0.56,0.6,0.2
29.94,1.774,1.574,0.564,0.6,0.2
29.96,1.774,1.574,0.565,0.6,0.2
29.98,1.774,1.574,0.569,0.6,0.2
30.0,1.774,1.574,0.571,0.6,0.2
30.02,1.574,1.574,0.574,0.6,0.0
30.04,1.574,1.574,0.578,0.6,0.0
30.06,1.574,1.574,0.581,0.6,0.0
30.08,1.574,1.574,0.585,0.6,0.0
30.1,1.573,1.573,0.588,0.6,0.0
30.12,1.574,1.574,0.59,0.6,0.0
30.14,1.574,1.574,0.593,0.6,0.0
30.16,1.574,1.574,0.595,0.6,0.0
30.18,1.574,1.574,0.599,0.6,0.0
30.2,1.575,1.575,0.6,0.6,0.0
30.22,1.575,1.575,0.602,0.6,0.0
30.24,1.575,1.575,0.602,0.6,0.0
30.26,1.576,1.576,0.604,0.6,0.0
30.28,1.576,1.576,0.604,0.6,0.0
30.3,1.577,1.577,0.604,0.6,0.0
30.32,1.578,1.578,0.604,0.6,0.0
30.34,1.579,1.579,0.602,0.6,0.0
30.36,1.58,1.58,0.6,0.6,0.0
30.38,1.581,1.581,0.599,0.6,0.0
30.4,1.581,1.581,0.597,0.6,0.0
30.42,1.582,1.582,0.595,0.6,0.0
30.44,1.584,1.584,0.592,0.6,0.0
30.46,1.585,1.585,0.588,0.6,0.0
30.48,1.586,1.586,0.585,0.6,0.0
30.5,1.587,1.587,0.581,0.6,0.0
30.52,1.589,1.589,0.576,0.6,0.0
30.54,1.59,1.59,0.572,0.6,0.0
30.56,1.592,1.592,0.567,0.6,0.0
30.58,1.593,1.593,0.564,0.6,0.0
30.6,1.595,1.595,0.559,0.6,0.0
30.62,1.596,1.596,0.553,0.6,0.0
30.64,1.598,1.598,0.548,0.6,0.0
30.66,1.6,1.6,0.543,0.6,0.0
30.68,1.601,1.601,0.539,0.6,0.0
30.7,1.603,1.603,0.534,0.6,0.0
30.72,1.605,1.605,0.529,0.6,0.0
30.74,1.606,1.606,0.524,0.6,0.0
30.76,1.608,1.608,0.52,0.6,0.0
30.78,1.61,1.61,0.515,0.6,0.0
30.8,1.611,1.611,0.511,0.6,0.0
30.82,1.613,1.613,0.508,0.6,0.0
30.84,1.615,1.615,0.504,0.6,0.0
30.86,1.616,1.616,0.501,0.6,0.0
30.88,1.618,1.618,0.497,0.6,0.0
30.9,1.62,1.62,0.496,0.6,0.0
30.92,1.622,1.622,0.492,0.6,0.0
30.94,1.624,1.624,0.49,0.6,0.0
30.96,1.625,1.625,0.489,0.6,0.0
30.98,1.627,1.627,0.489,0.6,0.0
31.0,1.629,1.629,0.487,0.6,0.0
31.02,1.63,1.63,0.487,0.6,0.0
31.04,1.632,1.632,0.487,0.6,0.0
31.06,1.634,1.634,0.487,0.6,0.0
31.08,1.635,1.635,0.489,0.6,0.0
31.1,1.637,1.637,0.49,0.6,0.0
31.12,1.638,1.638,0.492,0.6,0.0
31.14,1.64,1.64,0.494,0.6,0.0
31.16,1.642,1.642,0.497,0.6,0.0
31.18,1.643,1.643,0.499,0.6,0.0
31.2,1.645,1.645,0.503,0.6,0.0
31.22,1.647,1.647,0.506,0.6,0.0
31.24,1.648,1.648,0.51,0.6,0.0
31.26,1.649,1.649,0.515,0.6,0.0
31.28,1.651,1.651,0.518,0.6,0.0
31.3,1.652,1.652,0.524,0.6,0.0
31.32,1.654,1.654,0.529,0.6,0.0
31.34,1.655,1.655,0.534,0.6,0.0
