Tiempo ,CONTROL,ANGULO,REFERENCIA,PERTURBACION
14.12,1.685,0.482,0.6,0.0
14.14,1.69,0.489,0.6,0.0
14.16,1.696,0.494,0.6,0.0
14.18,1.702,0.501,0.6,0.0
14.2,1.707,0.51,0.6,0.0
14.22,1.713,0.517,0.6,0.0
14.24,1.719,0.525,0.6,0.0
14.26,1.725,0.534,0.6,0.0
14.28,1.731,0.541,0.6,0.0
14.3,1.737,0.552,0.6,0.0
14.32,1.743,0.56,0.6,0.0
14.34,1.749,0.569,0.6,0.0
14.36,1.755,0.578,0.6,0.0
14.38,1.76,0.586,0.6,0.0
14.4,1.766,0.597,0.6,0.0
14.42,1.771,0.606,0.6,0.0
14.44,1.776,0.614,0.6,0.0
14.46,1.781,0.623,0.6,0.0
14.48,1.786,0.632,0.6,0.0
14.5,1.79,0.641,0.6,0.0
14.52,1.795,0.649,0.6,0.0
14.54,1.798,0.658,0.6,0.0
14.56,1.802,0.665,0.6,0.0
14.58,1.806,0.672,0.6,0.0
14.6,1.809,0.679,0.6,0.0
14.62,1.812,0.686,0.6,0.0
14.64,1.814,0.693,0.6,0.0
14.66,1.816,0.698,0.6,0.0
14.68,1.818,0.703,0.6,0.0
14.7,1.819,0.709,0.6,0.0
14.72,1.82,0.714,0.6,0.0
14.74,1.82,0.717,0.6,0.0
14.76,1.821,0.721,0.6,0.0
14.78,1.82,0.724,0.6,0.0
14.8,1.82,0.726,0.6,0.0
14.82,1.819,0.728,0.6,0.0
14.84,1.818,0.73,0.6,0.0
14.86,1.817,0.73,0.6,0.0
14.88,1.815,0.731,0.6,0.0
14.9,1.812,0.731,0.6,0.0
14.92,1.81,0.73,0.6,0.0
14.94,1.807,0.728,0.6,0.0
14.96,1.804,0.726,0.6,0.0
14.98,1.801,0.724,0.6,0.0
15.0,1.797,0.723,0.6,0.0
15.02,1.793,0.719,0.6,0.0
15.04,1.789,0.716,0.6,0.0
15.06,1.784,0.71,0.6,0.0
15.08,1.78,0.707,0.6,0.0
15.1,1.775,0.702,0.6,0.0
15.12,1.771,0.695,0.6,0.0
15.14,1.765,0.689,0.6,0.0
15.16,1.76,0.682,0.6,0.0
15.18,1.755,0.677,0.6,0.0
15.2,1.75,0.67,0.6,0.0
15.22,1.745,0.663,0.6,0.0
15.24,1.74,0.654,0.6,0.0
15.26,1.734,0.648,0.6,0.0
15.28,1.729,0.639,0.6,0.0
15.3,1.724,0.632,0.6,0.0
15.32,1.719,0.623,0.6,0.0
15.34,1.714,0.614,0.6,0.0
15.36,1.709,0.607,0.6,0.0
15.38,1.704,0.599,0.6,0.0
15.4,1.7,0.59,0.6,0.0
15.42,1.695,0.583,0.6,0.0
15.44,1.691,0.574,0.6,0.0
15.46,1.687,0.565,0.6,0.0
15.48,1.683,0.559,0.6,0.0
15.5,1.679,0.552,0.6,0.0
15.52,1.676,0.543,0.6,0.0
15.54,1.673,0.536,0.6,0.0
15.56,1.671,0.529,0.6,0.0
15.58,1.668,0.524,0.6,0.0
15.6,1.666,0.517,0.6,0.0
15.62,1.664,0.511,0.6,0.0
15.64,1.663,0.506,0.6,0.0
15.66,1.662,0.501,0.6,0.0
15.68,1.661,0.496,0.6,0.0
15.7,1.66,0.492,0.6,0.0
15.72,1.66,0.489,0.6,0.0
15.74,1.66,0.485,0.6,0.0
15.76,1.66,0.483,0.6,0.0
15.78,1.661,0.482,0.6,0.0
15.8,1.662,0.48,0.6,0.0
15.82,1.664,0.48,0.6,0.0
15.84,1.665,0.48,0.6,0.0
15.86,1.667,0.48,0.6,0.0
15.88,1.67,0.48,0.6,0.0
15.9,1.672,0.482,0.6,0.0
15.92,1.675,0.483,0.6,0.0
15.94,1.678,0.487,0.6,0.0
15.96,1.681,0.49,0.6,0.0
15.98,1.685,0.494,0.6,0.0
16.0,1.688,0.497,0.6,0.0
16.02,1.692,0.503,0.6,0.0
16.04,1.696,0.508,0.6,0.0
16.06,1.7,0.513,0.6,0.0
16.08,1.704,0.52,0.6,0.0
16.1,1.709,0.525,0.6,0.0
16.12,1.713,0.532,0.6,0.0
16.14,1.717,0.539,0.6,0.0
16.16,1.722,0.546,0.6,0.0
16.18,1.727,0.553,0.6,0.0
16.2,1.731,0.562,0.6,0.0
16.22,1.736,0.569,0.6,0.0
16.24,1.74,0.578,0.6,0.0
16.26,1.744,0.585,0.6,0.0
16.28,1.748,0.593,0.6,0.0
16.3,1.753,0.6,0.6,0.0
16.32,1.757,0.609,0.6,0.0
16.34,1.761,0.616,0.6,0.0
16.36,1.764,0.625,0.6,0.0
16.38,1.768,0.632,0.6,0.0
16.4,1.771,0.639,0.6,0.0
16.42,1.774,0.646,0.6,0.0
16.44,1.777,0.653,0.6,0.0
16.46,1.78,0.66,0.6,0.0
16.48,1.782,0.667,0.6,0.0
16.5,1.784,0.672,0.6,0.0
16.52,1.786,0.677,0.6,0.0
16.54,1.788,0.682,0.6,0.0
16.56,1.789,0.688,0.6,0.0
16.58,1.79,0.693,0.6,0.0
16.6,1.791,0.696,0.6,0.0
16.62,1.791,0.7,0.6,0.0
16.64,1.792,0.702,0.6,0.0
16.66,1.791,0.705,0.6,0.0
16.68,1.791,0.707,0.6,0.0
16.7,1.79,0.709,0.6,0.0
16.72,1.789,0.71,0.6,0.0
16.74,1.788,0.71,0.6,0.0
16.76,1.786,0.71,0.6,0.0
16.78,1.784,0.71,0.6,0.0
16.8,1.782,0.709,0.6,0.0
16.82,1.78,0.707,0.6,0.0
16.84,1.777,0.705,0.6,0.0
16.86,1.774,0.703,0.6,0.0
16.88,1.772,0.7,0.6,0.0
16.9,1.768,0.698,0.6,0.0
16.92,1.765,0.693,0.6,0.0
16.94,1.761,0.689,0.6,0.0
16.96,1.758,0.684,0.6,0.0
16.98,1.753,0.681,0.6,0.0
17.0,1.75,0.675,0.6,0.0
17.02,1.746,0.668,0.6,0.0
17.04,1.742,0.663,0.6,0.0
17.06,1.737,0.658,0.6,0.0
17.08,1.733,0.651,0.6,0.0
17.1,1.729,0.644,0.6,0.0
17.12,1.725,0.637,0.6,0.0
17.14,1.721,0.63,0.6,0.0
17.16,1.717,0.623,0.6,0.0
17.18,1.712,0.616,0.6,0.0
17.2,1.708,0.609,0.6,0.0
17.22,1.704,0.602,0.6,0.0
17.24,1.701,0.593,0.6,0.0
17.26,1.697,0.586,0.6,0.0
17.28,1.694,0.579,0.6,0.0
17.3,1.691,0.572,0.6,0.0
17.32,1.687,0.565,0.6,0.0
17.34,1.685,0.559,0.6,0.0
17.36,1.682,0.552,0.6,0.0
17.38,1.68,0.545,0.6,0.0
17.4,1.677,0.539,0.6,0.0
17.42,1.675,0.532,0.6,0.0
17.44,1.674,0.527,0.6,0.0
17.46,1.672,0.522,0.6,0.0
17.48,1.671,0.517,0.6,0.0
17.5,1.67,0.513,0.6,0.0
17.52,1.669,0.508,0.6,0.0
17.54,1.669,0.504,0.6,0.0
17.56,1.669,0.501,0.6,0.0
17.58,1.669,0.499,0.6,0.0
17.6,1.669,0.497,0.6,0.0
17.62,1.67,0.496,0.6,0.0
17.64,1.671,0.494,0.6,0.0
17.66,1.672,0.494,0.6,0.0
17.68,1.674,0.494,0.6,0.0
17.7,1.676,0.494,0.6,0.0
17.72,1.678,0.496,0.6,0.0
17.74,1.68,0.496,0.6,0.0
17.76,1.683,0.497,0.6,0.0
17.78,1.685,0.501,0.6,0.0
17.8,1.688,0.503,0.6,0.0
17.82,1.691,0.506,0.6,0.0
17.84,1.695,0.51,0.6,0.0
17.86,1.698,0.515,0.6,0.0
17.88,1.702,0.518,0.6,0.0
17.9,1.705,0.524,0.6,0.0
17.92,1.709,0.529,0.6,0.0
17.94,1.713,0.534,0.6,0.0
17.96,1.717,0.541,0.6,0.0
17.98,1.721,0.546,0.6,0.0
18.0,1.725,0.553,0.6,0.0
18.02,1.729,0.56,0.6,0.0
18.04,1.732,0.567,0.6,0.0
18.06,1.737,0.572,0.6,0.0
18.08,1.741,0.579,0.6,0.0
18.1,1.745,0.586,0.6,0.0
18.12,1.748,0.595,0.6,0.0
18.14,1.752,0.602,0.6,0.0
18.16,1.755,0.609,0.6,0.0
18.18,1.759,0.616,0.6,0.0
18.2,1.762,0.623,0.6,0.0
18.22,1.765,0.63,0.6,0.0
18.24,1.768,0.635,0.6,0.0
18.26,1.771,0.642,0.6,0.0
18.28,1.773,0.649,0.6,0.0
18.3,1.776,0.654,0.6,0.0
18.32,1.778,0.66,0.6,0.0
18.34,1.779,0.667,0.6,0.0
18.36,1.781,0.67,0.6,0.0
18.38,1.782,0.675,0.6,0.0
18.4,1.783,0.681,0.6,0.0
18.42,1.784,0.684,0.6,0.0
18.44,1.785,0.688,0.6,0.0
18.46,1.785,0.691,0.6,0.0
18.48,1.785,0.695,0.6,0.0
18.5,1.785,0.696,0.6,0.0
18.52,1.784,0.698,0.6,0.0
18.54,1.783,0.7,0.6,0.0
18.56,1.782,0.702,0.6,0.0
18.58,1.781,0.702,0.6,0.0
18.6,1.779,0.702,0.6,0.0
18.62,1.778,0.702,0.6,0.0
18.64,1.775,0.702,0.6,0.0
18.66,1.773,0.7,0.6,0.0
18.68,1.771,0.698,0.6,0.0
18.7,1.768,0.696,0.6,0.0
18.72,1.765,0.695,0.6,0.0
18.74,1.762,0.691,0.6,0.0
18.76,1.759,0.688,0.6,0.0
18.78,1.755,0.684,0.6,0.0
18.8,1.752,0.681,0.6,0.0
18.82,1.748,0.675,0.6,0.0
18.84,1.744,0.672,0.6,0.0
18.86,1.741,0.667,0.6,0.0
18.88,1.737,0.66,0.6,0.0
18.9,1.733,0.654,0.6,0.0
18.92,1.729,0.649,0.6,0.0
18.94,1.725,0.642,0.6,0.0
18.96,1.721,0.635,0.6,0.0
18.98,1.717,0.63,0.6,0.0
19.0,1.713,0.623,0.6,0.0
19.02,1.709,0.616,0.6,0.0
19.04,1.706,0.609,0.6,0.0
19.06,1.702,0.602,0.6,0.0
19.08,1.699,0.595,0.6,0.0
19.1,1.695,0.588,0.6,0.0
19.12,1.692,0.581,0.6,0.0
19.14,1.689,0.574,0.6,0.0
19.16,1.686,0.567,0.6,0.0
19.18,1.683,0.56,0.6,0.0
19.2,1.681,0.553,0.6,0.0
19.22,1.678,0.548,0.6,0.0
19.24,1.676,0.541,0.6,0.0
19.26,1.674,0.536,0.6,0.0
19.28,1.673,0.531,0.6,0.0
19.3,1.672,0.525,0.6,0.0
19.32,1.671,0.52,0.6,0.0
19.34,1.67,0.515,0.6,0.0
19.36,1.669,0.511,0.6,0.0
19.38,1.669,0.508,0.6,0.0
19.4,1.669,0.504,0.6,0.0
19.42,1.669,0.501,0.6,0.0
19.44,1.67,0.499,0.6,0.0
19.46,1.67,0.497,0.6,0.0
19.48,1.672,0.496,0.6,0.0
19.5,1.673,0.496,0.6,0.0
19.52,1.675,0.494,0.6,0.0
19.54,1.676,0.494,0.6,0.0
19.56,1.678,0.496,0.6,0.0
19.58,1.681,0.496,0.6,0.0
19.6,1.683,0.497,0.6,0.0
19.62,1.686,0.499,0.6,0.0
19.64,1.689,0.501,0.6,0.0
19.66,1.692,0.504,0.6,0.0
19.68,1.696,0.506,0.6,0.0
19.7,1.699,0.51,0.6,0.0
19.72,1.703,0.515,0.6,0.0
19.74,1.707,0.518,0.6,0.0
19.76,1.71,0.524,0.6,0.0
19.78,1.714,0.529,0.6,0.0
19.8,1.718,0.534,0.6,0.0
19.82,1.722,0.539,0.6,0.0
19.84,1.727,0.545,0.6,0.0
19.86,1.731,0.552,0.6,0.0
19.88,1.735,0.557,0.6,0.0
19.9,1.739,0.564,0.6,0.0
19.92,1.743,0.571,0.6,0.0
19.94,1.747,0.578,0.6,0.0
19.96,1.751,0.585,0.6,0.0
19.98,1.755,0.592,0.6,0.0
20.0,1.759,0.599,0.6,0.0
20.02,1.763,0.606,0.6,0.0
20.04,1.767,0.613,0.6,0.2
20.06,1.77,0.62,0.6,0.2
20.08,1.773,0.627,0.6,0.2
20.1,1.776,0.634,0.6,0.2
20.12,1.779,0.641,0.6,0.2
20.14,1.782,0.648,0.6,0.2
20.16,1.784,0.654,0.6,0.2
20.18,1.785,0.663,0.6,0.2
20.2,1.787,0.67,0.6,0.2
20.22,1.788,0.679,0.6,0.2
20.24,1.789,0.686,0.6,0.2
20.26,1.79,0.695,0.6,0.2
20.28,1.79,0.703,0.6,0.2
20.3,1.79,0.71,0.6,0.2
20.32,1.789,0.719,0.6,0.2
20.34,1.788,0.728,0.6,0.2
20.36,1.786,0.737,0.6,0.2
20.38,1.784,0.744,0.6,0.2
20.4,1.782,0.752,0.6,0.2
20.42,1.779,0.759,0.6,0.2
20.44,1.776,0.766,0.6,0.2
20.46,1.772,0.773,0.6,0.2
20.48,1.768,0.78,0.6,0.2
20.5,1.763,0.787,0.6,0.2
20.52,1.758,0.792,0.6,0.2
20.54,1.753,0.799,0.6,0.2
20.56,1.747,0.805,0.6,0.2
20.58,1.74,0.808,0.6,0.2
20.6,1.734,0.812,0.6,0.2
20.62,1.727,0.815,0.6,0.2
20.64,1.719,0.819,0.6,0.2
20.66,1.711,0.82,0.6,0.2
20.68,1.702,0.822,0.6,0.2
20.7,1.693,0.824,0.6,0.2
20.72,1.684,0.824,0.6,0.2
20.74,1.675,0.822,0.6,0.2
20.76,1.665,0.82,0.6,0.2
20.78,1.654,0.819,0.6,0.2
20.8,1.644,0.815,0.6,0.2
20.82,1.633,0.812,0.6,0.2
20.84,1.622,0.808,0.6,0.2
20.86,1.61,0.803,0.6,0.2
20.88,1.599,0.796,0.6,0.2
20.9,1.587,0.789,0.6,0.2
20.92,1.575,0.782,0.6,0.2
20.94,1.563,0.773,0.6,0.2
20.96,1.551,0.764,0.6,0.2
20.98,1.539,0.754,0.6,0.2
21.0,1.527,0.744,0.6,0.2
21.02,1.515,0.733,0.6,0.2
21.04,1.503,0.721,0.6,0.2
21.06,1.491,0.709,0.6,0.2
21.08,1.479,0.696,0.6,0.2
21.1,1.467,0.682,0.6,0.2
21.12,1.455,0.668,0.6,0.2
21.14,1.444,0.654,0.6,0.2
21.16,1.433,0.641,0.6,0.2
21.18,1.422,0.625,0.6,0.2
21.2,1.412,0.611,0.6,0.2
21.22,1.402,0.595,0.6,0.2
21.24,1.392,0.579,0.6,0.2
21.26,1.382,0.565,0.6,0.2
21.28,1.373,0.55,0.6,0.2
21.3,1.365,0.534,0.6,0.2
21.32,1.357,0.52,0.6,0.2
21.34,1.35,0.504,0.6,0.2
21.36,1.343,0.49,0.6,0.2
21.38,1.337,0.476,0.6,0.2
21.4,1.331,0.464,0.6,0.2
21.42,1.326,0.45,0.6,0.2
21.44,1.321,0.438,0.6,0.2
21.46,1.318,0.426,0.6,0.2
21.48,1.314,0.415,0.6,0.2
21.5,1.312,0.405,0.6,0.2
21.52,1.31,0.396,0.6,0.2
21.54,1.309,0.387,0.6,0.2
21.56,1.308,0.38,0.6,0.2
21.58,1.308,0.374,0.6,0.2
21.6,1.309,0.367,0.6,0.2
21.62,1.31,0.363,0.6,0.2
21.64,1.313,0.358,0.6,0.2
21.66,1.315,0.356,0.6,0.2
21.68,1.319,0.354,0.6,0.2
21.7,1.323,0.353,0.6,0.2
21.72,1.327,0.354,0.6,0.2
21.74,1.332,0.354,0.6,0.2
21.76,1.338,0.358,0.6,0.2
21.78,1.344,0.361,0.6,0.2
21.8,1.351,0.365,0.6,0.2
21.82,1.358,0.37,0.6,0.2
21.84,1.366,0.377,0.6,0.2
21.86,1.374,0.384,0.6,0.2
21.88,1.383,0.391,0.6,0.2
21.9,1.391,0.401,0.6,0.2
21.92,1.4,0.41,0.6,0.2
21.94,1.41,0.421,0.6,0.2
21.96,1.42,0.431,0.6,0.2
21.98,1.429,0.443,0.6,0.2
22.0,1.439,0.456,0.6,0.2
22.02,1.449,0.468,0.6,0.2
22.04,1.459,0.482,0.6,0.2
22.06,1.47,0.494,0.6,0.2
22.08,1.48,0.508,0.6,0.2
22.1,1.49,0.522,0.6,0.2
22.12,1.5,0.536,0.6,0.2
22.14,1.51,0.552,0.6,0.2
22.16,1.52,0.565,0.6,0.2
22.18,1.53,0.579,0.6,0.2
22.2,1.539,0.593,0.6,0.2
22.22,1.548,0.607,0.6,0.2
22.24,1.557,0.621,0.6,0.2
22.26,1.566,0.635,0.6,0.2
22.28,1.574,0.649,0.6,0.2
22.3,1.582,0.661,0.6,0.2
22.32,1.589,0.674,0.6,0.2
22.34,1.596,0.686,0.6,0.2
22.36,1.603,0.696,0.6,0.2
22.38,1.609,0.707,0.6,0.2
22.4,1.614,0.717,0.6,0.2
22.42,1.619,0.728,0.6,0.2
22.44,1.624,0.737,0.6,0.2
22.46,1.628,0.744,0.6,0.2
22.48,1.631,0.752,0.6,0.2
22.5,1.634,0.757,0.6,0.2
22.52,1.636,0.764,0.6,0.2
22.54,1.638,0.77,0.6,0.2
22.56,1.64,0.773,0.6,0.2
22.58,1.64,0.777,0.6,0.2
22.6,1.64,0.78,0.6,0.2
22.62,1.64,0.782,0.6,0.2
22.64,1.639,0.784,0.6,0.2
22.66,1.637,0.784,0.6,0.2
22.68,1.635,0.784,0.6,0.2
22.7,1.633,0.782,0.6,0.2
22.72,1.63,0.78,0.6,0.2
22.74,1.627,0.777,0.6,0.2
22.76,1.623,0.773,0.6,0.2
22.78,1.619,0.77,0.6,0.2
22.8,1.614,0.764,0.6,0.2
22.82,1.609,0.759,0.6,0.2
22.84,1.604,0.752,0.6,0.2
22.86,1.599,0.745,0.6,0.2
22.88,1.593,0.738,0.6,0.2
22.9,1.587,0.73,0.6,0.2
22.92,1.581,0.721,0.6,0.2
22.94,1.574,0.712,0.6,0.2
22.96,1.568,0.702,0.6,0.2
22.98,1.561,0.693,0.6,0.2
23.0,1.555,0.682,0.6,0.2
23.02,1.548,0.67,0.6,0.2
23.04,1.542,0.66,0.6,0.2
23.06,1.535,0.648,0.6,0.2
23.08,1.528,0.637,0.6,0.2
23.1,1.522,0.625,0.6,0.2
23.12,1.516,0.613,0.6,0.2
23.14,1.509,0.602,0.6,0.2
23.16,1.504,0.59,0.6,0.2
23.18,1.498,0.578,0.6,0.2
23.2,1.492,0.567,0.6,0.2
23.22,1.487,0.555,0.6,0.2
23.24,1.483,0.543,0.6,0.2
23.26,1.478,0.532,0.6,0.2
23.28,1.474,0.522,0.6,0.2
23.3,1.47,0.511,0.6,0.2
23.32,1.466,0.503,0.6,0.2
23.34,1.463,0.492,0.6,0.2
23.36,1.46,0.483,0.6,0.2
23.38,1.458,0.476,0.6,0.2
23.4,1.456,0.468,0.6,0.2
23.42,1.454,0.461,0.6,0.2
23.44,1.453,0.456,0.6,0.2
23.46,1.453,0.45,0.6,0.2
23.48,1.452,0.445,0.6,0.2
23.5,1.453,0.442,0.6,0.2
23.52,1.453,0.438,0.6,0.2
23.54,1.454,0.436,0.6,0.2
23.56,1.456,0.435,0.6,0.2
23.58,1.458,0.433,0.6,0.2
23.6,1.46,0.435,0.6,0.2
23.62,1.463,0.435,0.6,0.2
23.64,1.466,0.436,0.6,0.2
23.66,1.47,0.438,0.6,0.2
23.68,1.474,0.442,0.6,0.2
23.7,1.478,0.447,0.6,0.2
23.72,1.482,0.45,0.6,0.2
23.74,1.487,0.457,0.6,0.2
23.76,1.492,0.463,0.6,0.2
23.78,1.497,0.469,0.6,0.2
23.8,1.503,0.476,0.6,0.2
23.82,1.509,0.483,0.6,0.2
23.84,1.514,0.492,0.6,0.2
23.86,1.52,0.501,0.6,0.2
23.88,1.526,0.51,0.6,0.2
23.9,1.532,0.52,0.6,0.2
23.92,1.539,0.529,0.6,0.2
23.94,1.545,0.539,0.6,0.2
23.96,1.551,0.55,0.6,0.2
23.98,1.557,0.56,0.6,0.2
24.0,1.563,0.571,0.6,0.2
24.02,1.569,0.581,0.6,0.2
24.04,1.575,0.592,0.6,0.2
24.06,1.581,0.602,0.6,0.2
24.08,1.586,0.613,0.6,0.2
24.1,1.592,0.623,0.6,0.2
24.12,1.597,0.634,0.6,0.2
24.14,1.601,0.644,0.6,0.2
24.16,1.606,0.654,0.6,0.2
24.18,1.61,0.663,0.6,0.2
24.2,1.614,0.672,0.6,0.2
24.22,1.618,0.681,0.6,0.2
24.24,1.621,0.689,0.6,0.2
24.26,1.624,0.698,0.6,0.2
24.28,1.627,0.705,0.6,0.2
24.3,1.629,0.712,0.6,0.2
24.32,1.631,0.719,0.6,0.2
24.34,1.632,0.726,0.6,0.2
24.36,1.633,0.731,0.6,0.2
24.38,1.633,0.737,0.6,0.2
24.4,1.634,0.74,0.6,0.2
24.42,1.633,0.744,0.6,0.2
24.44,1.632,0.747,0.6,0.2
24.46,1.632,0.749,0.6,0.2
24.48,1.63,0.75,0.6,0.2
24.5,1.628,0.752,0.6,0.2
24.52,1.626,0.752,0.6,0.2
24.54,1.623,0.75,0.6,0.2
24.56,1.62,0.75,0.6,0.2
24.58,1.617,0.749,0.6,0.2
24.6,1.613,0.747,0.6,0.2
24.62,1.609,0.744,0.6,0.2
24.64,1.605,0.74,0.6,0.2
24.66,1.6,0.737,0.6,0.2
24.68,1.596,0.731,0.6,0.2
24.7,1.591,0.726,0.6,0.2
24.72,1.586,0.719,0.6,0.2
24.74,1.58,0.714,0.6,0.2
24.76,1.575,0.707,0.6,0.2
24.78,1.569,0.7,0.6,0.2
24.8,1.563,0.691,0.6,0.2
24.82,1.557,0.684,0.6,0.2
24.84,1.551,0.675,0.6,0.2
24.86,1.545,0.667,0.6,0.2
24.88,1.539,0.658,0.6,0.2
24.9,1.534,0.648,0.6,0.2
24.92,1.528,0.639,0.6,0.2
24.94,1.522,0.628,0.6,0.2
24.96,1.516,0.62,0.6,0.2
24.98,1.511,0.609,0.6,0.2
25.0,1.505,0.599,0.6,0.2
25.02,1.5,0.59,0.6,0.2
25.04,1.495,0.579,0.6,0.2
25.06,1.49,0.569,0.6,0.2
25.08,1.485,0.56,0.6,0.2
25.1,1.481,0.552,0.6,0.2
25.12,1.477,0.541,0.6,0.2
25.14,1.474,0.532,0.6,0.2
25.16,1.47,0.524,0.6,0.2
25.18,1.467,0.517,0.6,0.2
25.2,1.464,0.508,0.6,0.2
25.22,1.462,0.501,0.6,0.2
25.24,1.46,0.494,0.6,0.2
25.26,1.458,0.487,0.6,0.2
25.28,1.457,0.482,0.6,0.2
25.3,1.456,0.476,0.6,0.2
25.32,1.455,0.471,0.6,0.2
25.34,1.455,0.468,0.6,0.2
25.36,1.456,0.463,0.6,0.2
25.38,1.456,0.461,0.6,0.2
25.4,1.457,0.457,0.6,0.2
25.42,1.459,0.456,0.6,0.2
25.44,1.46,0.456,0.6,0.2
25.46,1.463,0.454,0.6,0.2
25.48,1.465,0.456,0.6,0.2
25.5,1.468,0.456,0.6,0.2
25.52,1.471,0.457,0.6,0.2
25.54,1.475,0.459,0.6,0.2
25.56,1.478,0.463,0.6,0.2
25.58,1.482,0.466,0.6,0.2
25.6,1.486,0.471,0.6,0.2
25.62,1.491,0.475,0.6,0.2
25.64,1.496,0.48,0.6,0.2
25.66,1.5,0.487,0.6,0.2
25.68,1.505,0.494,0.6,0.2
25.7,1.51,0.501,0.6,0.2
25.72,1.516,0.508,0.6,0.2
25.74,1.521,0.515,0.6,0.2
25.76,1.527,0.524,0.6,0.2
25.78,1.532,0.532,0.6,0.2
25.8,1.538,0.541,0.6,0.2
25.82,1.543,0.55,0.6,0.2
25.84,1.549,0.559,0.6,0.2
25.86,1.554,0.569,0.6,0.2
25.88,1.56,0.578,0.6,0.2
25.9,1.565,0.588,0.6,0.2
25.92,1.57,0.597,0.6,0.2
25.94,1.575,0.607,0.6,0.2
25.96,1.58,0.616,0.6,0.2
25.98,1.585,0.625,0.6,0.2
26.0,1.589,0.635,0.6,0.2
26.02,1.593,0.644,0.6,0.2
26.04,1.597,0.653,0.6,0.2
26.06,1.601,0.66,0.6,0.2
26.08,1.604,0.668,0.6,0.2
26.1,1.608,0.675,0.6,0.2
26.12,1.61,0.684,0.6,0.2
26.14,1.613,0.691,0.6,0.2
26.16,1.615,0.696,0.6,0.2
26.18,1.617,0.703,0.6,0.2
26.2,1.618,0.709,0.6,0.2
26.22,1.619,0.714,0.6,0.2
26.24,1.62,0.719,0.6,0.2
26.26,1.62,0.723,0.6,0.2
26.28,1.62,0.726,0.6,0.2
26.3,1.619,0.73,0.6,0.2
26.32,1.619,0.731,0.6,0.2
26.34,1.618,0.733,0.6,0.2
26.36,1.616,0.735,0.6,0.2
26.38,1.614,0.737,0.6,0.2
26.4,1.612,0.737,0.6,0.2
26.42,1.61,0.735,0.6,0.2
26.44,1.607,0.735,0.6,0.2
26.46,1.604,0.733,0.6,0.2
26.48,1.6,0.731,0.6,0.2
26.5,1.596,0.728,0.6,0.2
26.52,1.593,0.724,0.6,0.2
26.54,1.588,0.721,0.6,0.2
26.56,1.584,0.717,0.6,0.2
26.58,1.579,0.712,0.6,0.2
26.6,1.574,0.707,0.6,0.2
26.62,1.569,0.702,0.6,0.2
26.64,1.565,0.695,0.6,0.2
26.66,1.559,0.689,0.6,0.2
26.68,1.554,0.682,0.6,0.2
26.7,1.548,0.675,0.6,0.2
26.72,1.543,0.667,0.6,0.2
26.74,1.538,0.66,0.6,0.2
26.76,1.532,0.651,0.6,0.2
26.78,1.527,0.642,0.6,0.2
26.8,1.522,0.634,0.6,0.2
26.82,1.516,0.625,0.6,0.2
26.84,1.511,0.616,0.6,0.2
26.86,1.506,0.607,0.6,0.2
26.88,1.501,0.599,0.6,0.2
26.9,1.497,0.59,0.6,0.2
26.92,1.492,0.581,0.6,0.2
26.94,1.488,0.572,0.6,0.2
26.96,1.484,0.564,0.6,0.2
26.98,1.48,0.555,0.6,0.2
27.0,1.476,0.546,0.6,0.2
27.02,1.473,0.538,0.6,0.2
27.04,1.47,0.531,0.6,0.2
27.06,1.467,0.524,0.6,0.2
27.08,1.464,0.517,0.6,0.2
27.1,1.462,0.51,0.6,0.2
27.12,1.461,0.503,0.6,0.2
27.14,1.459,0.497,0.6,0.2
27.16,1.458,0.492,0.6,0.2
27.18,1.457,0.487,0.6,0.2
27.2,1.457,0.482,0.6,0.2
27.22,1.457,0.478,0.6,0.2
27.24,1.457,0.475,0.6,0.2
27.26,1.458,0.473,0.6,0.2
27.28,1.459,0.471,0.6,0.2
27.3,1.46,0.469,0.6,0.2
27.32,1.462,0.468,0.6,0.2
27.34,1.464,0.468,0.6,0.2
27.36,1.466,0.468,0.6,0.2
27.38,1.468,0.469,0.6,0.2
27.4,1.471,0.471,0.6,0.2
27.42,1.474,0.473,0.6,0.2
27.44,1.478,0.475,0.6,0.2
27.46,1.482,0.478,0.6,0.2
27.48,1.486,0.482,0.6,0.2
27.5,1.49,0.487,0.6,0.2
27.52,1.494,0.492,0.6,0.2
27.54,1.499,0.496,0.6,0.2
27.56,1.503,0.503,0.6,0.2
27.58,1.508,0.508,0.6,0.2
27.6,1.513,0.515,0.6,0.2
27.62,1.518,0.522,0.6,0.2
27.64,1.523,0.529,0.6,0.2
27.66,1.528,0.536,0.6,0.2
27.68,1.533,0.543,0.6,0.2
27.7,1.538,0.552,0.6,0.2
27.72,1.544,0.559,0.6,0.2
27.74,1.549,0.567,0.6,0.2
27.76,1.554,0.576,0.6,0.2
27.78,1.559,0.583,0.6,0.2
27.8,1.564,0.592,0.6,0.2
27.82,1.568,0.6,0.6,0.2
27.84,1.573,0.609,0.6,0.2
27.86,1.577,0.616,0.6,0.2
27.88,1.581,0.625,0.6,0.2
27.9,1.585,0.634,0.6,0.2
27.92,1.589,0.641,0.6,0.2
27.94,1.593,0.648,0.6,0.2
27.96,1.596,0.656,0.6,0.2
27.98,1.599,0.663,0.6,0.2
28.0,1.602,0.67,0.6,0.2
28.02,1.605,0.675,0.6,0.2
28.04,1.606,0.682,0.6,0.2
28.06,1.608,0.688,0.6,0.2
